"indicator","base-per","Unit","Date","Value"
"EDUCATION","2014M12","Index","2019M5","105.929559375256"
"EDUCATION","2014M12","Index","2019M6","105.929559375256"
"EDUCATION","2014M12","Index","2019M7","105.929559375256"
"EDUCATION","2014M12","Index","2019M8","105.929559375256"
"EDUCATION","2014M12","Index","2019M9","105.929559375256"
"EDUCATION","2014M12","Index","2019M10","107.747177614039"
"EDUCATION","2014M12","Index","2019M11","107.747177614039"
"EDUCATION","2014M12","Index","2019M12","107.747177614039"
"EDUCATION","2014M12","Index","2020M1","107.747177614039"
"EDUCATION","2014M12","Index","2020M2","107.747177614039"
"EDUCATION","2014M12","Index","2020M3","107.747177614039"
"EDUCATION","2014M12","Index","2020M4","107.747177614039"
"EDUCATION","2014M12","Index","2020M5","107.747177614039"
"EDUCATION","2014M12","Index","2020M6","106.269647738467"
"EDUCATION","2014M12","Index","2020M7","106.269647738467"
"EDUCATION","2014M12","Index","2020M8","106.269647738467"
"EDUCATION","2014M12","Index","2020M9","106.269647738467"
"EDUCATION","2014M12","Index","2020M10","108.577548379163"
"EDUCATION","2014M12","Index","2020M11","109.800685740346"
"EDUCATION","2014M12","Index","2020M12","109.800685740346"
"EDUCATION","2014M12","Index","2021M1","109.8"
"EDUCATION","2014M12","Index","2021M2","109.8"
"EDUCATION","2014M12","Index","2021M3","109.8"
"EDUCATION","2014M12","Index","2021M4","109.8"
"EDUCATION","2014M12","Index","2021M5","109.8"
"EDUCATION","2014M12","Index","2021M6","109.8"
"EDUCATION","2014M12","Index","2021M7","109.8"
"EDUCATION","2014M12","Index","2021M8","109.8"
"EDUCATION","2014M12","Index","2021M9","109.8"
"EDUCATION","2014M12","Index","2021M10","109.800685740346"
"EDUCATION","2014M12","Index","2021M11","109.800685740346"
"EDUCATION","2014M12","Index","2021M12","109.800685740346"
"EDUCATION","2014M12","Index","2022M1","109.112534827947"
"EDUCATION","2014M12","Index","2022M2","109.112534827947"
"EDUCATION","2014M12","Index","2022M3","109.112534827947"
"EDUCATION","2014M12","Index","2022M4","109.112534827947"
"EDUCATION","2014M12","Index","2022M5","109.11"
"EDUCATION","2014M12","Index","2022M6","109.11"
"EDUCATION","2014M12","Index","2022M7","109.11"
"EDUCATION","2014M12","Index","2022M8","109.11"
"RESTAURANTS AND HOTELS","2014M12","Index","2014M12","100"
"RESTAURANTS AND HOTELS","2014M12","Index","2015M1","92.7084717800613"
"RESTAURANTS AND HOTELS","2014M12","Index","2015M2","92.7084717800613"
"RESTAURANTS AND HOTELS","2014M12","Index","2015M3","93.2199325584754"
"RESTAURANTS AND HOTELS","2014M12","Index","2015M4","93.2199325584754"
"RESTAURANTS AND HOTELS","2014M12","Index","2015M5","93.2199325584754"
"RESTAURANTS AND HOTELS","2014M12","Index","2015M6","93.2199325584754"
"RESTAURANTS AND HOTELS","2014M12","Index","2015M7","94.5245004244901"
"RESTAURANTS AND HOTELS","2014M12","Index","2015M8","94.5917524819478"
"RESTAURANTS AND HOTELS","2014M12","Index","2015M9","94.5917524819478"
"RESTAURANTS AND HOTELS","2014M12","Index","2015M10","93.2199325584754"
"RESTAURANTS AND HOTELS","2014M12","Index","2015M11","94.1531523576495"
"RESTAURANTS AND HOTELS","2014M12","Index","2015M12","93.2141672681169"
"RESTAURANTS AND HOTELS","2014M12","Index","2016M1","105.241780694732"
"RESTAURANTS AND HOTELS","2014M12","Index","2016M2","105.355438645491"
"RESTAURANTS AND HOTELS","2014M12","Index","2016M3","115.661136035696"
"RESTAURANTS AND HOTELS","2014M12","Index","2016M4","115.507151577474"
"RESTAURANTS AND HOTELS","2014M12","Index","2016M5","115.507151577473"
"RESTAURANTS AND HOTELS","2014M12","Index","2016M6","115.501005560048"
"RESTAURANTS AND HOTELS","2014M12","Index","2016M7","115.501005560048"
"RESTAURANTS AND HOTELS","2014M12","Index","2016M8","115.501005560048"
"RESTAURANTS AND HOTELS","2014M12","Index","2016M9","115.501005560048"
"RESTAURANTS AND HOTELS","2014M12","Index","2016M10","108.90253727846"
"RESTAURANTS AND HOTELS","2014M12","Index","2016M11","115.952728475525"
"RESTAURANTS AND HOTELS","2014M12","Index","2016M12","117.128535064406"
"RESTAURANTS AND HOTELS","2014M12","Index","2017M1","116.594278673837"
"RESTAURANTS AND HOTELS","2014M12","Index","2017M2","121.437531126946"
"RESTAURANTS AND HOTELS","2014M12","Index","2017M3","120.19840231384"
"RESTAURANTS AND HOTELS","2014M12","Index","2017M4","117.348583832813"
"RESTAURANTS AND HOTELS","2014M12","Index","2017M5","119.649486807141"
"RESTAURANTS AND HOTELS","2014M12","Index","2017M6","123.305482942435"
"RESTAURANTS AND HOTELS","2014M12","Index","2017M7","123.668454072202"
"RESTAURANTS AND HOTELS","2014M12","Index","2017M8","123.702995447577"
"RESTAURANTS AND HOTELS","2014M12","Index","2017M9","123.854068794831"
"RESTAURANTS AND HOTELS","2014M12","Index","2017M10","123.725518389895"
"RESTAURANTS AND HOTELS","2014M12","Index","2017M11","123.854068794831"
"RESTAURANTS AND HOTELS","2014M12","Index","2017M12","126.560914612514"
"RESTAURANTS AND HOTELS","2014M12","Index","2018M1","126.560914612514"
"RESTAURANTS AND HOTELS","2014M12","Index","2018M2","126.560914612514"
"RESTAURANTS AND HOTELS","2014M12","Index","2018M3","126.560914612514"
"RESTAURANTS AND HOTELS","2014M12","Index","2018M4","131.227581279181"
"RESTAURANTS AND HOTELS","2014M12","Index","2018M5","131.026986835665"
"RESTAURANTS AND HOTELS","2014M12","Index","2018M6","131.026986835665"
"RESTAURANTS AND HOTELS","2014M12","Index","2018M7","131.026986835665"
"RESTAURANTS AND HOTELS","2014M12","Index","2018M8","131.026986835665"
"RESTAURANTS AND HOTELS","2014M12","Index","2018M9","132.714486835665"
"RESTAURANTS AND HOTELS","2014M12","Index","2018M10","132.714486835665"
"RESTAURANTS AND HOTELS","2014M12","Index","2018M11","132.737547997099"
"RESTAURANTS AND HOTELS","2014M12","Index","2018M12","137.631530565283"
"RESTAURANTS AND HOTELS","2014M12","Index","2019M1","132.964863898617"
"RESTAURANTS AND HOTELS","2014M12","Index","2019M2","134.970808333776"
"RESTAURANTS AND HOTELS","2014M12","Index","2019M3","134.970808333776"
"RESTAURANTS AND HOTELS","2014M12","Index","2019M4","134.970808333776"
"RESTAURANTS AND HOTELS","2014M12","Index","2019M5","138.586917757528"
"RESTAURANTS AND HOTELS","2014M12","Index","2019M6","134.423183554184"
"RESTAURANTS AND HOTELS","2014M12","Index","2019M7","134.192571939845"
"RESTAURANTS AND HOTELS","2014M12","Index","2019M8","134.192571939845"
"RESTAURANTS AND HOTELS","2014M12","Index","2019M9","135.880071939845"
"RESTAURANTS AND HOTELS","2014M12","Index","2019M10","138.607862758053"
"RESTAURANTS AND HOTELS","2014M12","Index","2019M11","135.90101694037"
"RESTAURANTS AND HOTELS","2014M12","Index","2019M12","135.90101694037"
"RESTAURANTS AND HOTELS","2014M12","Index","2020M1","135.924078101804"
"RESTAURANTS AND HOTELS","2014M12","Index","2020M2","136.606025806356"
"RESTAURANTS AND HOTELS","2014M12","Index","2020M3","136.606025806356"
"RESTAURANTS AND HOTELS","2014M12","Index","2020M4","136.606025806356"
"RESTAURANTS AND HOTELS","2014M12","Index","2020M5","136.606025806356"
"RESTAURANTS AND HOTELS","2014M12","Index","2020M6","136.606025806356"
"RESTAURANTS AND HOTELS","2014M12","Index","2020M7","136.606025806356"
"RESTAURANTS AND HOTELS","2014M12","Index","2020M8","136.606025806356"
"RESTAURANTS AND HOTELS","2014M12","Index","2020M9","136.606025806356"
"RESTAURANTS AND HOTELS","2014M12","Index","2020M10","138.758091645004"
"RESTAURANTS AND HOTELS","2014M12","Index","2020M11","138.758091645004"
"RESTAURANTS AND HOTELS","2014M12","Index","2020M12","138.758091645004"
"RESTAURANTS AND HOTELS","2014M12","Index","2021M1","133.78"
"RESTAURANTS AND HOTELS","2014M12","Index","2021M2","138.44"
"RESTAURANTS AND HOTELS","2014M12","Index","2021M3","138.44"
"RESTAURANTS AND HOTELS","2014M12","Index","2021M4","138.44"
"RESTAURANTS AND HOTELS","2014M12","Index","2021M5","138.44"
"RESTAURANTS AND HOTELS","2014M12","Index","2021M6","138.44"
"RESTAURANTS AND HOTELS","2014M12","Index","2021M7","143.51"
"RESTAURANTS AND HOTELS","2014M12","Index","2021M8","143.51"
"RESTAURANTS AND HOTELS","2014M12","Index","2021M9","143.51"
"RESTAURANTS AND HOTELS","2014M12","Index","2021M10","143.507253478814"
"RESTAURANTS AND HOTELS","2014M12","Index","2021M11","143.507253478814"
"RESTAURANTS AND HOTELS","2014M12","Index","2021M12","133.778086812147"
"RESTAURANTS AND HOTELS","2014M12","Index","2022M1","133.778086812147"
"RESTAURANTS AND HOTELS","2014M12","Index","2022M2","133.778086812147"
"RESTAURANTS AND HOTELS","2014M12","Index","2022M3","136.051245827321"
"RESTAURANTS AND HOTELS","2014M12","Index","2022M4","136.051245827321"
"RESTAURANTS AND HOTELS","2014M12","Index","2022M5","136.05"
"RESTAURANTS AND HOTELS","2014M12","Index","2022M6","140.72"
"RESTAURANTS AND HOTELS","2014M12","Index","2022M7","140.72"
"RESTAURANTS AND HOTELS","2014M12","Index","2022M8","140.72"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2014M12","100"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2015M1","101.261265273559"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2015M2","101.261265273559"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2015M3","101.376250461074"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2015M4","101.449545446156"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2015M5","101.674346507492"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2015M6","101.674346507492"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2015M7","106.666469846387"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2015M8","108.025648644963"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2015M9","108.106221848377"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2015M10","102.229032276356"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2015M11","101.782830646941"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2015M12","101.674346507492"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2016M1","103.385649393736"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2016M2","103.715791028808"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2016M3","103.661554299062"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2016M4","95.3126513959032"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2016M5","95.9008828535993"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2016M6","96.5888984299954"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2016M7","97.1549138365946"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2016M8","97.626593342094"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2016M9","97.626593342094"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2016M10","101.554982227337"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2016M11","102.094963960266"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2016M12","102.996351915286"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2017M1","102.875288589012"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2017M2","103.031145354462"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2017M3","99.2958043290231"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2017M4","102.914490966803"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2017M5","102.422235865168"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2017M6","98.267432947777"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2017M7","99.0247507676913"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2017M8","100.152403072399"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2017M9","101.08095021056"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2017M10","102.029900549234"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2017M11","102.257870404847"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2017M12","101.955282476453"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2018M1","101.954819494994"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2018M2","101.99989914469"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2018M3","101.908499842958"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2018M4","102.647022012436"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2018M5","102.455577518801"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2018M6","102.402244500838"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2018M7","103.330993853639"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2018M8","103.330993853639"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2018M9","106.117657276597"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2018M10","108.828618064826"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2018M11","106.375617693906"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2018M12","107.435375020807"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2019M1","107.676092468847"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2019M2","107.648366563335"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2019M3","107.636467515582"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2019M4","108.322694565039"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2019M5","107.950245470372"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2019M6","105.23319109886"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2019M7","105.809260325741"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2019M8","105.809260325741"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2019M9","104.265721862976"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2019M10","105.02613223361"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2019M11","105.02613223361"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2019M12","105.11188437043"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2020M1","103.989669724753"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2020M2","105.000371674023"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2020M3","106.203975685726"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2020M4","110.857573458361"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2020M5","110.857573458361"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2020M6","111.674679920531"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2020M7","111.674679920531"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2020M8","119.059385817622"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2020M9","120.347756952205"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2020M10","121.583497703935"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2020M11","121.055436053492"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2020M12","118.867942396604"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2021M1","118.96"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2021M2","119.86"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2021M3","121.87"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2021M4","125.12"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2021M5","125.12"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2021M6","125.69"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2021M7","125.69"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2021M8","125.69"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2021M9","125.69"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2021M10","125.853112715373"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2021M11","125.853112715373"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2021M12","120.205905486575"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2022M1","108.951509360322"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2022M2","108.951509360322"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2022M3","110.207076897478"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2022M4","110.207076897478"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2022M5","110.21"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2022M6","110.27"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2022M7","110.27"
"MISCELLANEOUS GOODS AND SERVICES","2014M12","Index","2022M8","110.27"
"ALL GROUPS, weights","Not Applicable","Weight","2014M12","100"
"ALL GROUPS, weights","Not Applicable","Weight","2015M1","100"
"ALL GROUPS, weights","Not Applicable","Weight","2015M2","100"
"ALL GROUPS, weights","Not Applicable","Weight","2015M3","100"
"ALL GROUPS, weights","Not Applicable","Weight","2015M4","100"
"ALL GROUPS, weights","Not Applicable","Weight","2015M5","100"
"ALL GROUPS, weights","Not Applicable","Weight","2015M6","100"
"ALL GROUPS, weights","Not Applicable","Weight","2015M7","100"
"ALL GROUPS, weights","Not Applicable","Weight","2015M8","100"
"ALL GROUPS, weights","Not Applicable","Weight","2015M9","100"
"ALL GROUPS, weights","Not Applicable","Weight","2015M10","100"
"ALL GROUPS, weights","Not Applicable","Weight","2015M11","100"
"ALL GROUPS, weights","Not Applicable","Weight","2015M12","100"
"ALL GROUPS, weights","Not Applicable","Weight","2016M1","100"
"ALL GROUPS, weights","Not Applicable","Weight","2016M2","100"
"ALL GROUPS, weights","Not Applicable","Weight","2016M3","100"
"ALL GROUPS, weights","Not Applicable","Weight","2016M4","100"
"ALL GROUPS, weights","Not Applicable","Weight","2016M5","100"
"ALL GROUPS, weights","Not Applicable","Weight","2016M6","100"
"ALL GROUPS, weights","Not Applicable","Weight","2016M7","100"
"ALL GROUPS, weights","Not Applicable","Weight","2016M8","100"
"ALL GROUPS, weights","Not Applicable","Weight","2016M9","100"
